(0.923225,0.223996)
(0.905229,0.288130)
(0.878050,0.348917)
(0.842300,0.405010)
(0.798761,0.455183)
(0.748419,0.498333)
(0.692370,0.533496)
(0.631894,0.559958)
(0.568325,0.577078)
(0.503101,0.584511)
(0.437695,0.582114)
(0.373558,0.569970)
(0.312174,0.548378)
(0.254902,0.517821)
(0.203047,0.479012)
(0.157797,0.432857)
(0.120201,0.380422)
(0.091085,0.322916)
(0.071137,0.261659)
(0.060814,0.198053)
(0.060398,0.133584)
(0.069906,0.069728)
(0.089141,0.007980)
(0.117669,-0.050233)
(0.154908,-0.103562)
(0.199992,-0.150737)
(0.251956,-0.190661)
(0.309636,-0.222354)
(0.371726,-0.245083)
(0.436873,-0.258251)
(0.503569,-0.261499)
(0.570338,-0.254695)
(0.635671,-0.237927)
(0.698097,-0.211529)
(0.756182,-0.176017)
(0.808662,-0.132129)
(0.854252,-0.080803)
(0.891982,-0.023144)
(0.920955,0.039622)
(0.940478,0.106113)
(0.950131,0.174865)
(0.949632,0.244410)
(0.938988,0.313219)
(0.918414,0.379766)
(0.888346,0.442577)
(0.849403,0.500265)
(0.802503,0.551576)
(0.748638,0.595363)
(0.689036,0.630659)
(0.624998,0.656707)
(0.557966,0.672908)
(0.489440,0.678934)
(0.420970,0.674649)
(0.354102,0.660181)
(0.290319,0.635830)
(0.231124,0.602205)
(0.177811,0.560053)
(0.131623,0.510362)
(0.093618,0.454240)
(0.064690,0.393002)
(0.045488,0.328066)
(0.036507,0.260909)
(0.037962,0.193082)
(0.049850,0.126181)
(0.071941,0.061703)
(0.103748,0.001222)
(0.144607,-0.053897)
(0.193637,-0.102303)
(0.249699,-0.142886)
(0.311616,-0.174640)
(0.377953,-0.196784)
(0.447258,-0.208722)
(0.518005,-0.210134)
(0.588552,-0.200917)
(0.657347,-0.181188)
(0.722791,-0.151306)
(0.783425,-0.111869)
(0.837866,-0.063711)
(0.884854,-0.007821)
(0.923298,0.054625)
(0.952337,0.122233)
(0.971244,0.193567)
(0.979578,0.267112)
(0.977105,0.341201)
(0.963855,0.414252)
(0.940096,0.484644)
(0.906299,0.550824)
(0.863203,0.611338)
(0.811750,0.664850)
(0.753098,0.710163)
(0.688494,0.746288)
(0.619400,0.772390)
(0.547348,0.787927)
(0.473963,0.792540)
(0.400894,0.786139)
(0.329792,0.768862)
(0.262249,0.741113)
(0.199839,0.703526)
(0.143961,0.656972)
(0.095912,0.602478)
(0.056794,0.541333)
(0.027540,0.474921)
(0.008840,0.404761)
(0.001166,0.332483)
(0.004717,0.259752)
(0.019477,0.188265)
(0.045166,0.119675)
(0.081208,0.055606)
(0.126868,-0.002442)
(0.181150,-0.053079)
(0.242868,-0.095076)
(0.310629,-0.127406)
(0.382969,-0.149236)
(0.458255,-0.159995)
(0.534804,-0.159338)
(0.610915,-0.147167)
(0.684839,-0.123655)
(0.754910,-0.089245)
(0.819523,-0.044615)
(0.877207,0.009337)
(0.926618,0.071478)
(0.966621,0.140514)
(0.996263,0.214948)
(1.014811,0.293197)
(1.021832,0.373555)
(1.017078,0.454253)
(1.000638,0.533569)
(0.972786,0.609737)
(0.934155,0.681083)
(0.885504,0.746016)
(0.827895,0.803097)
(0.762640,0.851085)
(0.691113,0.888909)
(0.614942,0.915656)
(0.535792,0.930797)
(0.455445,0.933947)
(0.375710,0.925083)
(0.298398,0.904338)
(0.225237,0.872232)
(0.157931,0.829462)
(0.098020,0.777010)
(0.046856,0.716053)
(0.005705,0.648006)
(-0.024477,0.574382)
(-0.042980,0.496945)
(-0.049314,0.417403)
(-0.043238,0.337681)
(-0.024877,0.259564)
(0.005438,0.184921)
(0.047110,0.115520)
(0.099236,0.052999)
(0.160712,-0.001128)
(0.230172,-0.045532)
(0.306124,-0.079088)
(0.386878,-0.100920)
(0.470614,-0.110425)
(0.555508,-0.107231)
(0.639625,-0.091298)
(0.721044,-0.062823)
(0.797954,-0.022354)
(0.868534,0.029371)
(0.931212,0.091298)
(0.984493,0.162139)
(1.027145,0.240434)
(1.058120,0.324500)
(1.076654,0.412564)
(1.082268,0.502715)
(1.074754,0.593012)
(1.054197,0.681449)
(1.020973,0.766139)
(0.975786,0.845191)
(0.919561,0.916846)
(0.853499,0.979508)
(0.779046,1.031779)
(0.697794,1.072526)
(0.611585,1.100762)
(0.522308,1.115877)
(0.431944,1.117523)
(0.342543,1.105647)
(0.256146,1.080483)
(0.174681,1.042604)
(0.100068,0.992845)
(0.033996,0.932330)
(-0.021957,0.862443)
(-0.066507,0.784751)
(-0.098524,0.701058)
(-0.117205,0.613258)
(-0.122082,0.523400)
(-0.112900,0.433555)
(-0.089796,0.345870)
(-0.053201,0.262380)
(-0.003819,0.185088)
(0.057264,0.115868)
(0.128811,0.056408)
(0.209259,0.008207)
(0.296865,-0.027486)
(0.389674,-0.049704)
(0.485637,-0.057764)
(0.582647,-0.051298)
(0.678481,-0.030274)
(0.770983,0.005052)
(0.858022,0.054014)
(0.937596,0.115775)
(1.007895,0.189073)
(1.067217,0.272397)
(1.114153,0.364078)
(1.147542,0.462187)
(1.166551,0.564606)
(1.170614,0.669211)
(1.159532,0.773685)
(1.133464,0.875801)
(1.092831,0.973278)
(1.038469,1.064027)
(0.971503,1.146006)
(0.893320,1.217376)
(0.805613,1.276572)
(0.710267,1.322220)
(0.609399,1.353276)
(0.505219,1.369038)
(0.400062,1.369102)
(0.296295,1.353436)
(0.196274,1.322377)
(0.102286,1.276570)
(0.016509,1.217044)
(-0.059068,1.145119)
(-0.122644,1.062423)
(-0.172656,0.970821)
(-0.207890,0.872424)
(-0.227404,0.769486)
(-0.230606,0.664397)
(-0.217330,0.559628)
(-0.187677,0.457631)
(-0.142186,0.360870)
(-0.081760,0.271678)
(-0.007603,0.192223)
(0.078741,0.124549)
(0.175388,0.070350)
(0.280307,0.031118)
(0.391176,0.007991)
(0.505550,0.001744)
(0.620878,0.012807)
(0.734569,0.041220)
(0.844047,0.086609)
(0.946787,0.148225)
(1.040413,0.224976)
(1.122718,0.315397)
(1.191728,0.417695)
(1.245772,0.529776)
(1.283460,0.649393)
(1.303768,0.774001)
(1.306075,0.900979)
(1.290163,1.027598)
(1.256189,1.151182)
(1.204729,1.268963)
(1.136759,1.378399)
(1.053654,1.477068)
(0.957135,1.562751)
(0.849222,1.633523)
(0.732252,1.687765)
(0.608729,1.724199)
(0.481428,1.741964)
(0.353126,1.740600)
(0.226749,1.720076)
(0.105163,1.680792)
(-0.008856,1.623557)
(-0.112635,1.549626)
(-0.203694,1.460631)
(-0.279862,1.358555)
(-0.339222,1.245722)
(-0.380253,1.124673)
(-0.401818,0.998275)
(-0.403204,0.869437)
(-0.384127,0.741185)
(-0.344776,0.616620)
(-0.285798,0.498739)
(-0.208285,0.390485)
(-0.113777,0.294553)
(-0.004186,0.213469)
(0.118212,0.149417)
(0.250788,0.104201)
(0.390703,0.079287)
(0.534880,0.075675)
(0.680120,0.093916)
(0.823139,0.134022)
(0.960715,0.195621)
(1.089651,0.277754)
(1.206935,0.379029)
(1.309736,0.497624)
(1.395565,0.631320)
(1.462237,0.777444)
(1.508022,0.933143)
(1.531546,1.095199)
(1.532004,1.260245)
(1.509055,1.424849)
(1.462908,1.585478)
(1.394219,1.738658)
(1.304275,1.881088)
(1.194761,2.009592)
(1.067890,2.121304)
(0.926232,2.213714)
(0.772792,2.284646)
(0.610861,2.332426)
(0.443949,2.355887)
(0.275750,2.354362)
(0.110054,2.327770)
(-0.049383,2.276561)
(-0.198874,2.201756)
(-0.334851,2.104953)
(-0.454069,1.988234)
(-0.553537,1.854183)
(-0.630719,1.705829)
(-0.683500,1.546574)
(-0.710280,1.380087)
(-0.710016,1.210310)
(-0.682265,1.041298)
(-0.627185,0.877186)
(-0.545553,0.722063)
(-0.438741,0.579892)
(-0.308721,0.454412)
(-0.158014,0.349071)
(0.010368,0.266939)
(0.192907,0.210615)
(0.385820,0.182173)
(0.584887,0.183121)
(0.785741,0.214318)
(0.983936,0.276030)
(1.174907,0.367775)
(1.354239,0.488435)
(1.517643,0.636259)
(1.661146,0.808796)
(1.781127,1.003083)
(1.874391,1.215566)
(1.938306,1.442263)
(1.970829,1.678723)
(1.970586,1.920302)
(1.936874,2.162102)
(1.869751,2.399117)
(1.770019,2.626374)
(1.639210,2.839009)
(1.479576,3.032409)
(1.294067,3.202257)
(1.086314,3.344708)
(0.860401,3.456454)
(0.621031,3.534779)
(0.373295,3.577689)
(0.122516,3.583899)
(-0.125721,3.552996)
(-0.365798,3.485326)
(-0.592086,3.382056)
(-0.799221,3.245252)
(-0.982002,3.077740)
(-1.135752,2.883124)
(-1.256246,2.665740)
(-1.339931,2.430495)
(-1.383927,2.182861)
(-1.386192,1.928797)
(-1.345533,1.674498)
(-1.261637,1.426407)
(-1.135195,1.191021)
(-0.967788,0.974739)
(-0.761984,0.783765)
(-0.521272,0.623935)
(-0.249937,0.500632)
(0.046862,0.418592)
(0.363311,0.381827)
(0.692946,0.393524)
(1.028845,0.455903)
(1.363740,0.570301)
(1.690147,0.736853)
(2.000474,0.954695)
(2.287328,1.221842)
(2.543488,1.535245)
(2.762168,1.890732)
(2.937168,2.283172)
(3.063051,2.706526)
(3.135121,3.153876)
(3.149745,3.617642)
(3.104374,4.089624)
(2.997600,4.561239)
(2.829310,5.023614)
(2.600598,5.467805)
(2.313960,5.884959)
(1.973169,6.266480)
(1.583262,6.604329)
(1.150539,6.890977)
(0.682457,7.119834)
(0.187502,7.285271)
(-0.324911,7.382804)
(-0.844555,7.409240)
(-1.360608,7.362770)
(-1.861763,7.243151)
(-2.336507,7.051645)
(-2.773229,6.791243)
(-3.160476,6.466529)
(-3.487184,6.083774)
(-3.742813,5.650911)
(-3.917594,5.177445)
(-4.002677,4.674439)
(-3.990377,4.154385)
(-3.874257,3.631137)
(-3.649301,3.119726)
(-3.311990,2.636334)
(-2.860466,2.198114)
(-2.294494,1.823076)
(-1.615492,1.529992)
(-0.826595,1.338408)
(0.067517,1.268480)
(1.060643,1.341190)
(2.145222,1.578391)
(3.312603,2.003223)
(4.553259,2.640502)
(5.857203,3.517607)
(7.214438,4.665714)
(8.615733,6.121736)
(10.053540,7.931223)
(11.523500,10.153209)
(13.026771,12.867729)
(14.574086,16.188731)
(16.193051,20.286962)
(17.942509,25.433309)
(19.943869,32.088304)
(22.457286,41.108936)
(26.099712,54.309304)
(32.634811,76.394533)
(49.313123,125.171332)
(164.811804,405.764082)
(-98.528302,-166.071831)
